TNF (ng/ml),EGF (ng/ml),Ins (ng/ml),C225 (µg/ml),IL-1ra (µg/ml),Time (min),Replicate,ERK,Akt,JNK,IKK,MK2,pMEK,pAkt (IB),pFKHR,pIRS1-636,pIRS1-896,ProC8,ClvC8,ProC3,pEGFR,tEGFR,ptEGFR,pAkt (AA),tAkt,ptAkt,CC3/CCK,Annexin,PI,Sub G1
0,100,0,0,0,30,3,5.376998245,0.61213096,1.323417899,1.342203947,0.808008767,2.626341922,0.267073337,0.091635858,5.310830472,12.92389448,0.985995254,0.098710165,0.945996605,1.208810009,0.847472553,1.407179509,0.887071988,1.020203574,0.86863506,,,,
0,100,0,0,0,60,1,2.307443691,0.6773269,0.631414014,0.568421109,0.332088408,2.074049076,0.772006513,0,3.407377964,6.320496223,1.054429731,0.060941555,0.972958514,0.981224469,0.797355224,1.214041752,0.914279698,1.017427034,0.897720479,,,,
0,100,0,0,0,60,2,2.418742478,0.594902046,0.2799643,1.388628836,0.653768207,1.587761308,0.99334486,0.07052423,3.182029206,16.02588535,1.129706114,0.071343636,0.998333595,1.152218082,0.67708085,1.678847516,1.063771759,1.191151799,0.892168069,,,,
0,100,0,0,0,60,3,1.776324427,0.550619687,0.500001223,0.62862356,1.337257446,1.668198534,0.91575253,0.13867167,2.458790516,14.48344618,1.135062772,0.068277411,1.052569547,0.985872601,0.661503767,1.470298695,0.931241065,0.94896771,0.980338397,,,,
0,100,0,0,0,90,1,1.639930748,0.94953503,0.569424519,0.592293572,0.733226022,2.199988652,0.857834816,0.35489307,1.638430644,6.26744255,0.980366297,0.052952848,0.960700166,1.125670308,1.155314528,0.961231674,1.054778705,1.155534746,0.911892563,,,,
0,100,0,0,0,90,2,1.460690937,0.755795692,0.516948406,0.794857126,0.649326912,1.636906974,1.151212482,0,1.119152024,5.571160009,0.971088856,0.007839438,1.052573333,1.171469207,0.88293472,1.308938913,1.035913679,1.219099367,0.848886822,,,,
0,100,0,0,0,90,3,1.384895594,0.542460737,0.224171327,1.003861632,0.675659221,1.524112104,0.497898262,0,0.719486414,2.747851008,1.180084002,0.11597318,0.999074086,1.043398044,0.763760935,1.347751034,0.943578836,1.036159528,0.909739174,,,,
0,100,0,0,0,120,1,1.399402139,0.766770831,0.407549926,0.408105527,1.079186273,0.989110508,1.060339366,0,1.942723046,0,0.990665046,0,0.795700162,0.957174706,0.641594343,1.471796564,0.817311366,0.938637303,0.869871412,,,,
0,100,0,0,0,120,2,0.917232004,0.610589593,0.47733537,0.874541227,0.475163137,0.950843459,1.086922191,0,2.759717261,11.40940624,0.903361967,0,0.901357966,1.044265356,0.626028141,1.645637257,0.942598267,1.100346897,0.855780416,,,,
0,100,0,0,0,120,3,1.069706097,0.732759609,0.373514462,0.81526777,0.989995359,0.585324856,0.837617579,0,2.401642452,14.44772412,1.304712076,0.160458931,1.07751166,0.929471043,0.568248302,1.613670332,0.915106407,1.007370809,0.907501944,,,,
0,100,0,0,0,240,1,1.28254455,0.71299533,1.235433838,1.607035368,1.772586977,0.908192943,1.928291252,0,2.279375056,19.47697265,1.024872632,0,1.346482469,0.913578452,0.465381044,1.936663891,0.895616815,1.002605868,0.892395407,,,,
0,100,0,0,0,240,2,1.144134902,0.637699268,0.835005128,0.898198653,0.872295717,0.853849917,0.987732954,0.025352846,1.183616041,10.95927296,1.40894868,0.088562169,1.185361498,0.914047457,0.399946832,2.254673086,0.805413926,0.869281629,0.925601315,,,,
0,100,0,0,0,240,3,2.114439212,1.026032173,0.988635149,1.282288726,1.194627059,0.791469875,1.160302597,0.120110335,1.092336419,11.32561901,1.340012078,0.050077601,1.110530047,0.965491906,0.449817676,2.117528268,0.851839608,0.874527176,0.973082919,,,,
0,100,0,0,0,480,1,1.750949618,0.690641444,1.75100101,0.635198311,1.365872769,1.129265017,1.650293421,0.193889535,2.646603031,12.69252093,0.860200897,0.015756479,1.216855943,0.901368942,0.402126095,2.211349718,0.850467384,0.848397534,1.001436912,,,,
0,100,0,0,0,480,2,1.84551798,0.825814912,1.709768027,0.542523407,1.068511849,1.869248571,0.750075175,0.077359847,2.159731728,16.13415867,1.317985377,0.11098326,1.034975201,1.156276526,0.510925144,2.232654542,0.982912683,1.040188873,0.943991459,,,,
0,100,0,0,0,480,3,2.097650979,1.080255154,1.704620218,0.837164004,2.192696329,1.926659816,0.777278543,0.119511877,1.758864108,9.555422336,1.29828917,0.051059757,1.021684271,1.153668952,0.648082036,1.756177133,0.984759894,0.954508746,1.030660829,,,,
0,100,0,0,0,720,1,1.381502366,0.893701794,2.094448834,0.516171118,2.65630023,1.050765801,2.149467934,0.161610531,2.419527268,1.094956012,1.041370283,0.023201218,1.06691837,0.98058011,0.371156342,2.606413344,0.912789705,0.800529875,1.139091259,11.2576518218624,6.73178950370793,7.30519795620438,5.77383838383838
0,100,0,0,0,720,2,1.463342179,0.880295266,1.835619281,1.002792854,2.066542146,0.764700871,1.37221902,0.131117844,2.74454788,1.492759526,1.432414434,0.132035025,1.010495443,1.146289268,0.409895097,2.758916777,0.916605406,0.795610788,1.150925152,11.1534143049933,4.90067199087279,6.33515124087591,5.37771225771226
0,100,0,0,0,720,3,2.627700336,1.173110804,2.73435761,1.110594387,2.549394443,0.724412109,1.566308119,0.056163896,3.067028875,1.184920006,1.255005888,0.143124733,0.928249191,1.064453221,0.637283626,1.647824355,0.967909519,0.85332754,1.133141977,11.7788394062078,5.59950427837992,6.8425602919708,5.71381927381927
0,100,0,0,0,960,1,1.136092613,0.945996595,0.990816226,0.443918514,2.231427483,0.263214165,2.185704402,0.155706538,2.106585962,2.313081826,1.087085171,0.032119174,0.949554664,0.981133171,0.344608587,2.808787995,0.945393839,0.815780703,1.157723022,,,,
0,100,0,0,0,960,2,1.272684762,0.934824437,1.272062858,0.526631464,3.525904046,0.849959584,1.77549184,0.315109568,2.024698181,5.51288042,1.129856246,0.174437088,1.041576157,0.995622103,0.368228469,2.667437574,1.065048457,0.911373157,1.16745047,,,,
0,100,0,0,0,960,3,1.962887064,1.277336977,1.659005192,0.827503089,3.215073505,1.46369491,1.454135423,0.092455346,2.104904237,2.766595406,1.291283331,0.127605662,0.975008728,1.047623105,0.378374475,2.731494523,1.095207112,0.980332026,1.116062188,,,,
0,100,0,0,0,1200,1,1.163932655,0.897444917,0.619054206,0.558962255,1.968517263,1.265674749,2.069640581,0.110798736,2.03026655,1.416868894,1.118141581,0.093391929,1.061790327,0.936024403,0.351172416,2.629564768,0.809201138,0.69921784,1.156137036,,,,
0,100,0,0,0,1200,2,1.547828834,0.995776067,1.101632105,0.924727372,1.681872728,1.465256942,0.797764847,0.067928914,1.843186895,2.077443988,1.20305274,0.199837063,0.842867092,1.046094122,0.354022479,2.915123909,0.994797959,1.05873115,0.938673429,,,,
0,100,0,0,0,1200,3,3.338737441,1.220497423,1.146760054,1.103905689,2.187004258,1.809478556,1.046042796,0.006539219,1.187252061,3.79939414,1.331820406,0.173940219,0.773386547,1.003322231,0.425205442,2.327869971,0.978374182,0.904221613,1.080924673,,,,
0,100,0,0,0,1440,1,1.791350837,0.757873368,0.929624969,0.746342828,1.337428845,1.513627668,1.989760121,0.036559957,1.129218528,3.30608972,1.109706405,0.08312551,0.870677453,0.746205417,0.257330865,2.860774426,1.042158435,0.978355052,1.064149354,15.7007114044738,8.34274492282697,7.91973822341857,6.80654545454546
0,100,0,0,0,1440,2,2.110384495,0.881369594,0.291143671,0.743512603,1.220477639,1.30231994,1.485834579,0.03690929,1.027645105,2.416916466,1.440353542,0.153267661,0.7327541,1.046892003,0.374847003,2.755274902,0.92701882,0.734690178,1.260519728,16.6958269160249,5.76803005686434,8.34187954239569,6.9369390456287
0,100,0,0,0,1440,3,1.753950807,0.828732981,0.346549193,0.658124252,1.378210101,0.772727968,1.320977517,0.013029834,1.139679931,1.95853961,1.521374706,0.219770948,0.687315289,1.035158458,0.393142719,2.597608487,0.948700181,0.797362637,1.188607405,15.4795746241291,5.76803005686434,9.63583445491252,7.18468686868687
0,100,0,0,0,2880,1,,,,,,,,,,,,,,,,,,,,33.9974313268431,14.0216324200913,16.1785457271364,12.5243067846608
0,100,0,0,0,2880,2,,,,,,,,,,,,,,,,,,,,30.9247771836007,14.6018378995434,16.2784132933533,18.3470108161259
0,100,0,0,0,2880,3,,,,,,,,,,,,,,,,,,,,29.8344805521276,13.9249315068493,17.476824087956,19.2259095378564
100,100,0,0,0,0,1,0.877652807,0.614883441,0.887846112,0.99341334,0.923807043,0.921596563,0.925469736,0.165888243,1.326388,0.465295535,1.105117787,0.018139637,1.181213263,0.882635256,0.923094324,0.955302821,0.889576413,0.878534419,1.011746955,,,,
100,100,0,0,0,0,2,0.900471393,0.665268444,0.652386699,1.214830506,0.530501119,0.958647549,0.805442498,0.052873151,1.03788232,1.394213589,0.853567104,0.027671576,1.203569888,1.117674439,0.982253553,1.136835377,1.090963008,1.077598432,1.011580624,,,,
100,100,0,0,0,0,3,1.101661545,0.876353981,0.526405886,0.854265863,0.546932152,1.100554115,0.998550622,0.170244545,1.395941452,1.140490876,1.174883917,0.030832057,1.266942492,0.971751274,1.008111539,0.96305791,1.036085775,1.026838032,1.008187233,,,,
100,100,0,0,0,0,4,0.756980433,0.930256973,0.80231324,0.639739828,0.58427868,0.914636778,1.086215128,0.058934575,0.836202249,0,0.97912254,0.030527065,0.820800623,0.962116439,0.987082695,0.973822863,0.986721943,1.059294088,0.930734185,,,,
100,100,0,0,0,0,5,0.735977486,0.954561755,0.329923529,0.677747391,0.859720679,0.996299103,1.046974325,0,0.627384554,1.388227018,0.933305987,0.022207003,0.64888988,1.084867584,1.134218066,0.955621785,0.971985057,0.967145505,1.004188397,,,,
100,100,0,0,0,0,6,0.615043051,1.271395088,0.551284325,0.884233382,0.351333624,1.108265892,1.137347692,0.152607744,0.776201426,1.611772982,0.954002666,0.030355992,0.878583854,0.980955008,0.965239823,1.015359244,1.024667805,0.990589525,1.033562605,,,,
100,100,0,0,0,5,1,10.41292984,2.15252424,16.23579562,1.253037704,34.63583936,4.275001219,2.800171073,0.244363306,5.980088778,6.533049869,1.064300483,0.028204258,1.372687068,1.01760809,0.833414248,1.219903563,1.265002119,0.850297417,1.486509952,,,,
100,100,0,0,0,5,2,9.903646955,2.484779613,16.51794123,1.252257839,38.62114445,4.295863347,2.700208882,0.268802975,6.084274417,6.061863097,1.102008247,0.02778411,1.266333923,1.249567925,0.949881628,1.314305274,1.136872279,0.89489686,1.269363835,,,,
100,100,0,0,0,5,3,10.20814811,3.155652151,25.19405911,1.186950559,49.41865145,5.598075523,3.493447554,0.944125923,6.841746112,23.90420624,1.002389049,0.044580352,0.721740886,1.104610688,1.059093057,1.042031841,1.235636091,0.822115271,1.501776477,,,,
100,100,0,0,0,15,1,9.530634589,0.793073177,56.4933653,1.128264055,63.86149867,2.794929937,0.484758274,1.339051081,9.326635304,5.702125669,1.132754165,0.034954895,1.349801404,1.20773449,1.163780077,1.036827292,1.008330249,1.249652942,0.806233441,,,,
100,100,0,0,0,15,2,10.11911051,1.231293673,56.21099266,1.359738412,49.38748936,2.481908028,0.39427362,1.230619593,11.17940367,3.577249632,0.979253987,0.021033263,1.348751457,1.195988491,1.072892862,1.11372127,1.038262173,1.31134739,0.791109689,,,,
100,100,0,0,0,15,3,8.611806233,1.388093819,55.29070534,1.774766524,69.52441379,3.449151699,0.749880283,1.482304863,8.575477366,10.43241627,0.992229921,0.019905042,0.721878012,1.007350323,0.929353483,1.082942677,0.815857481,0.997572641,0.817179001,,,,
100,100,0,0,0,30,1,7.005492936,0.737286502,27.15995069,0.921505277,33.4382295,1.429886685,0.435797537,1.057309565,8.702038468,2.803068986,0.99474215,0.00851358,1.168048384,0.987159919,0.832985251,1.184011911,0.954924714,1.115815857,0.85511403,,,,
100,100,0,0,0,30,2,6.733481482,0.8927566,24.2602229,1.823638703,29.72392244,1.604030506,0.404440336,0.718482855,8.186388579,2.312997921,0.910352646,0,1.217884346,1.19297105,0.958357595,1.243678669,1.071727968,1.334443906,0.802475292,,,,
100,100,0,0,0,30,3,6.121433479,0.799649523,27.49769957,1.716008064,37.15497247,1.914682593,0.546131039,1.595457901,7.13388747,6.902815007,0.977674261,0,0.70233196,1.005797629,0.988015188,1.017074712,0.76504211,0.91749603,0.833160313,,,,
100,100,0,0,0,60,1,3.912910255,0.743178284,2.354637693,0.953576224,11.67942332,1.554451392,0.672232308,0.14284594,5.590702994,1.866150029,1.125851183,0.02827752,1.138480189,0.968056357,0.704776895,1.372318294,1.011851515,1.10602467,0.914111979,,,,
100,100,0,0,0,60,2,3.452150721,0.814974219,1.648596542,1.672175639,11.93088575,1.472071354,0.556022551,0.166286689,4.977755734,1.718867229,0.909875455,0.006177612,1.174388367,0.99597699,0.657036138,1.514488284,0.970933228,1.014794041,0.956002183,,,,
100,100,0,0,0,60,3,4.104547717,1.276804273,1.945770163,1.631503694,13.73239145,1.537124466,0.806264204,0.334725845,4.596623752,7.372488034,0.889374959,0.018890163,0.458997525,0.962776187,0.640584225,1.501602456,0.998479127,1.067167084,0.934875971,,,,
100,100,0,0,0,90,1,2.838063116,0.999109904,1.419136255,0.784287913,12.02703011,1.333844434,0.636265272,0.109641597,4.611143889,1.428448793,1.093657699,0.039572188,1.023981481,0.90975275,0.542586964,1.675173875,1.005217539,1.114057927,0.901570541,,,,
100,100,0,0,0,90,2,2.645305569,0.802730842,1.700710456,1.144262018,10.27075196,1.166252997,0.684626855,0.130708946,4.470632262,2.041932541,1.016523449,0.016590039,1.089520418,0.941048661,0.625083872,1.504110202,0.989095791,1.066172152,0.926954564,,,,
100,100,0,0,0,90,3,2.923977046,0.893314752,1.381095635,0.933677283,10.99100165,1.39367323,0.908601809,0.158032569,3.402280762,4.545410908,0.777708054,0.024166834,0.383067027,0.9371737,0.673654659,1.389916288,1.095657547,1.1347314,0.964781994,,,,
100,100,0,0,0,120,1,1.21400401,0.732546032,1.273504593,0.517564244,9.44042412,1.072615093,0.927106562,0.188814506,2.023452922,2.120327262,1.074723467,0.028767209,0.742422606,0.854334576,0.712950994,1.197220581,0.950935784,0.862553318,1.101571441,,,,
100,100,0,0,0,120,2,1.071489171,0.683345228,0.746305366,0.679375664,6.070505083,1.091069334,0.76924752,0.098939635,2.658816121,2.098234596,0.99101277,0.044357845,0.724060559,0.72314164,0.526969395,1.371020177,0.868799411,0.79126001,1.097103824,,,,
100,100,0,0,0,120,3,1.408818536,0.992708641,1.329579977,0.693862333,8.859987394,1.316397989,0.89708063,0.188887171,1.930057559,1.412864343,0.848027157,0.02961803,0.365704017,1.029604553,0.796812529,1.29098195,1.052793467,1.033519596,1.017822141,,,,
100,100,0,0,0,240,1,2.669843215,1.831317382,2.343259497,1.400266167,6.81317376,1.101092821,1.034216319,0.15501466,2.925269299,1.219824466,1.024174906,0.174585878,0.738792686,0.819139674,0.55830671,1.4658549,0.895905995,0.887291541,1.008889332,,,,
100,100,0,0,0,240,2,1.969241213,1.157525631,1.73886709,0.594737153,5.309868407,1.31422696,1.262029215,0.079598999,2.306853949,1.65690189,1.001708723,0.175637955,0.51436509,0.637272399,0.454956486,1.399462023,0.740460657,0.648841396,1.140278316,,,,
100,100,0,0,0,240,3,3.280788291,2.178329486,2.104424778,0.832486049,6.579805841,1.374951288,1.292880683,0.249994547,2.644361092,2.587694301,1.047911506,0.233331257,0.448920303,0.85175002,0.600003436,1.418287529,0.94944686,0.85503048,1.109523471,,,,
100,100,0,0,0,480,1,2.951554768,1.166353494,3.58593939,1.12569344,5.548069129,1.082319007,0.738827909,0,2.129789211,1.724515017,0.990749523,0.66031024,0.713911989,1.042763112,0.713863462,1.459406834,0.916860899,0.905480825,1.011746295,,,,
100,100,0,0,0,480,2,2.472492621,1.287784399,2.957536091,0.729796271,6.251470055,1.219473008,0.926136302,0.226045365,2.066776339,4.281622151,1.053305911,0.593466966,0.454487754,0.864973353,0.683958644,1.26351021,0.831712338,0.777190969,1.069283404,,,,
100,100,0,0,0,480,3,3.007319921,1.542264904,4.564833574,1.364418514,8.316492326,1.385897475,0.946320203,0.098558048,2.454424426,3.972217011,1.129535543,0.539999707,0.402091319,0.946154499,0.730147002,1.29466564,1.028475527,0.91575967,1.122173158,,,,
100,100,0,0,0,720,1,2.957788741,1.062507246,1.196511406,1.944884036,2.878666189,0.837347137,0.835491516,0,1.365825333,1.381028027,1.060351284,0.942450562,0.596166937,1.255084767,0.849897181,1.475409377,1.028871811,0.911960128,1.12728271,40.3982982982983,23.7789026162791,14.9684925124792,17.8000861326443
100,100,0,0,0,720,2,4.180478483,1.04647442,1.14548046,2.690508848,2.205435065,0.936144276,0.546449478,0,1.052884364,2.043834148,0.851737738,0.84474355,0.463033502,1.334516178,0.931919791,1.430708568,1.37842597,1.121285639,1.228328745,38.9485985985986,22.2011555232558,15.1385890183028,16.7901521676715
100,100,0,0,0,720,3,2.842106706,1.210635467,1.689767098,1.564663565,3.047606646,0.966632301,0.648887252,0,1.105342238,3.934756004,0.913185056,0.952830557,0.384103971,1.132451183,0.812296285,1.392870988,1.239886774,1.041825839,1.189143676,43.5876376376376,24.9058648255814,15.6488785357737,21.587338501292
100,100,0,0,0,960,1,2.651187257,1.27793607,0.827600455,2.357493785,1.341328322,0.819292097,0.511483628,0,1.191004857,0.84401395,0.885880718,1.374373662,0.605766322,1.043658299,0.659324447,1.581484796,1.088551898,0.909656393,1.195691637,,,,
100,100,0,0,0,960,2,3.060240945,1.070701881,0.362282388,2.448668689,1.623845651,1.001494949,0.465781372,0.003799817,1.039613832,6.539939726,0.889339757,1.135032783,0.614149343,1.23773358,0.792477824,1.560435871,1.285703362,1.06337643,1.208095253,,,,
100,100,0,0,0,960,3,2.464873287,1.036090406,1.019268876,1.648807865,1.410151366,1.099412395,0.552055069,0.008701158,0.8758993,2.681176325,0.970883234,1.19732064,0.460011357,1.235668576,1.104631321,1.117610617,1.236830567,1.017697239,1.214336479,,,,
100,100,0,0,0,1200,1,4.192208186,0.815518395,0.375822915,1.324543547,0.923955704,0.73564002,0.475613618,0,0.826890567,0.725020524,1.06391462,1.190464972,0.597913801,1.063993268,0.562217038,1.890778897,1.060859376,0.966685642,1.096528638,,,,
100,100,0,0,0,1200,2,3.695262341,0.661382072,0.371595714,1.189253311,0.79348278,0.760219648,0.278887048,0,0.583267681,0.157208425,0.851798556,1.137258351,0.490011586,0.975927493,0.612426988,1.592095451,0.991106275,0.937333939,1.056509269,,,,
100,100,0,0,0,1200,3,2.076545366,0.723640483,0.471664209,2.150443205,1.182686297,0.82491244,0.259689746,0,0.61807733,0.689534652,0.853890743,1.270018991,0.492518867,1.05043692,0.570105286,1.840860077,1.032961329,0.908960511,1.135498265,,,,
100,100,0,0,0,1440,1,2.699378707,0.9915436,0.423011967,1.4379801,1.222751007,0.767193553,0.413254517,0,0.590119159,0.491678073,0.975849965,1.399912462,0.675523987,1.228401515,0.646729823,1.897681504,1.07055342,1.0636457,1.005677613,50.6348286174373,11.1274135166094,44.818997995992,15.5947890630917
100,100,0,0,0,1440,2,2.941133879,1.127867861,0.152965262,1.894350523,0.675882784,0.803257422,0,0,0.683211962,1.039045097,0.950134648,1.299718724,0.422855262,1.223771246,0.833692065,1.466562062,1.391880797,1.116775674,1.245327348,48.3227359865041,11.4692514318442,41.995036740147,17.7213512080588
100,100,0,0,0,1440,3,1.858893539,0.700972047,-0.172348997,1.455267897,1.045068443,0.829644805,0.331384036,0,0.569467016,2.268575613,0.992500512,1.402180994,0.460743326,1.296018264,0.751682852,1.722591694,1.299386795,1.261786498,1.028963575,49.4787823019707,11.410313860252,42.3594188376753,20.2732257820192
100,100,0,0,0,2880,1,,,,,,,,,,,,,,,,,,,,73.7555267329586,11.3890625,63.9648454746137,22.0592300098717
100,100,0,0,0,2880,2,,,,,,,,,,,,,,,,,,,,65.1090454916655,10.9211875,62.3767527593819,16.0542173960733
100,100,0,0,0,2880,3,,,,,,,,,,,,,,,,,,,,76.7765864437719,11.0196875,61.4944790286976,15.809114840408
0,0,500,0,0,0,1,0.915284273,0.911524502,0.361843544,0.930235335,1.300732542,0.70917804,0.983254981,0,0.757503065,0.926819245,0.92605111,0.095371176,1.07736289,0.940162915,0.820914628,1.105946566,0.949607117,0.933373014,1.017586555,,,,
0,0,500,0,0,0,2,1.030987368,1.326885388,0.32013875,0.933162372,0.47946772,0.635954849,0.990505157,0.028151002,1.008390037,0.972835224,1.078272277,0.0253861,1.001738028,0.896564342,0.790675124,1.094995687,0.922659994,0.899936181,1.025445581,,,,
0,0,500,0,0,0,3,0.963676385,0.969090834,0.27479317,1.307561537,1.045356814,0.970073175,1.035977447,0.056893692,1.26485909,1.100345531,1.471609857,0.07609005,1.056479883,1.072288805,1.527895182,0.67771521,1.106837347,1.027486772,1.077432831,,,,
0,0,500,0,0,0,4,0.76894788,0.632240293,0.214870316,1.240432292,1.369826971,1.422192575,1.004071998,0.041947795,0.944624202,0.834487059,0.675390708,0,0.923531709,0.934699273,0.913270925,0.988328447,0.802992798,0.872484334,0.920527257,,,,
0,0,500,0,0,0,5,0.794218906,0.742354957,0.038924816,1.192008684,1.117542808,1.083860862,0.866221486,0,0.726408048,0.940291241,0.82313177,0,0.877371487,1.189656625,1.018347237,1.128118602,1.160587181,1.202326172,0.965468499,,,,
0,0,500,0,0,0,6,0.873589421,0.813044982,0.435981802,1.247531556,0.575640076,1.178740499,1.119968931,0.050374037,1.298215558,1.225221699,1.025544277,0.129214082,1.063516002,0.966628039,0.928896903,1.004895488,1.057315564,1.064393527,0.993539276,,,,
0,0,500,0,0,5,1,3.047235354,2.833370095,0.427470016,1.216137168,1.465343331,1.284045551,3.33489343,0.011878887,1.654712532,1.398033066,1.574760077,0.166321392,0.911648603,1.075332529,1.326071251,0.783077862,1.37980536,0.685095163,2.014417873,,,,
0,0,500,0,0,5,2,2.548074897,3.32101225,0.121641725,1.311968983,0.908209613,0.749319944,3.63662939,0.022969103,1.214537684,1.141011469,1.640966172,0.134523181,0.734007488,1.063085635,0.768174536,1.336402765,1.414765283,0.815113904,1.735996051,,,,
0,0,500,0,0,5,3,2.108034418,2.958726774,0.11658022,1.763186441,1.357003102,1.629989304,3.245067041,0.048083656,2.095540773,1.149346203,1.065492725,0.162742887,1.143840035,1.152862555,0.930600634,1.196308564,1.299949626,0.71856305,1.809440398,,,,
0,0,500,0,0,15,1,2.646336655,4.190067843,0.358058726,1.269264087,1.551345121,0.927819606,3.527069839,0.059660426,2.464889093,0.8987491,1.643009506,0.119842153,0.951345814,1.071104042,0.551911328,1.87409401,1.461005908,0.845707067,1.727884275,,,,
0,0,500,0,0,15,2,2.520590437,4.074776618,0.395390045,1.729484852,1.016109686,1.258028709,3.466802389,0.094082049,3.235833454,0.969110465,1.504078985,0.098272449,1.048152466,1.11554669,0.628036742,1.715266963,1.349288574,0.74015395,1.823330602,,,,
0,0,500,0,0,15,3,2.863052949,4.322616193,0.174777374,3.510843824,0.950992458,1.5457405,3.802836805,0.031870087,2.566292156,1.846768583,1.166016851,0.144160515,1.19589951,1.123751234,0.703850811,1.541766442,1.678478115,0.937960716,1.789837791,,,,
0,0,500,0,0,30,1,1.458643628,4.282692286,0.257817521,0.830274782,1.290331205,1.098557192,3.254391669,0.045203282,2.783756309,1.065141849,1.587139741,0.17262429,1.201001475,0.852814776,0.521431213,1.579380292,1.406440363,0.832325252,1.69009412,,,,
0,0,500,0,0,30,2,1.43948314,3.473881734,0.117466292,1.244188004,1.422853053,0.935601104,3.636937444,0.084130206,2.285048135,0.818046305,1.89549959,0.196449329,1.159730231,0.997509719,0.653736881,1.473476356,1.359708378,0.70401108,1.931741097,,,,
0,0,500,0,0,30,3,1.411654714,4.227833191,0.192667779,1.812007407,1.700945546,1.215130955,3.678203467,0.055997333,1.370167153,1.860424942,1.159251039,0.111131102,0.947370422,1.019825463,0.754914868,1.304538482,1.561382718,0.974321605,1.602838166,,,,
0,0,500,0,0,60,1,1.544174449,2.71462401,0.532726448,0.998769939,1.536546899,1.093781163,3.407837232,0.077327938,2.062005759,0.970939241,2.010099889,0.211361435,1.139265393,0.882057561,0.706586295,1.205482028,1.37563431,0.975590569,1.410321237,,,,
0,0,500,0,0,60,2,1.603152153,3.245219693,0.030300676,1.641956896,1.166041247,1.015396247,3.309770431,0.014705129,1.941359219,0.888357888,1.887730431,0.185478764,0.895910155,0.929552373,0.750325265,1.196336397,1.385204952,0.876057857,1.581480664,,,,
0,0,500,0,0,60,3,1.122781197,3.845662468,0.093552652,2.134929779,1.317790088,1.123979542,3.328862981,0.083476194,1.341413122,1.156944742,1.158298909,0.148611711,0.912748528,1.074170759,0.817459695,1.268925133,1.477076201,0.917446354,1.610292839,,,,
0,0,500,0,0,90,1,1.565319418,2.946372805,0.410976216,0.851140787,1.062944316,0.877133834,3.181202963,0.096023515,1.924677028,1.016324269,1.793535329,0.137295334,0.92602586,0.920172095,1.117876523,0.794884898,1.268713713,0.720996432,1.76000199,,,,
0,0,500,0,0,90,2,1.871960345,3.673435523,0.080197651,1.713002353,0.75972905,0.748927205,2.960292989,0.053412115,1.576620734,0.763277309,1.605977335,0.130407254,0.867695517,1.041410299,1.230023833,0.817593376,1.540613655,0.955391443,1.612853925,,,,
0,0,500,0,0,90,3,1.152685406,3.267253758,-0.053425654,1.397035084,0.908434724,1.145883093,3.130907369,0.07511966,1.375932654,1.361310183,1.120421336,0.102671155,0.990456355,0.876586941,1.046567022,0.808829482,1.221150578,0.719956109,1.696468649,,,,
0,0,500,0,0,120,1,1.299619118,3.703579409,0.480686506,0.803719213,0.860784526,0.885606523,3.014849096,0.078359678,2.106495852,0.655537673,1.55154272,0.149493549,0.908075889,0.928028596,0.838291447,1.069043423,1.27218078,0.808577623,1.573655817,,,,
0,0,500,0,0,120,2,0.965470713,3.002898222,0.284393002,1.464044842,0.595776296,1.26018734,2.873286246,0.045668694,1.979018214,0.801221847,1.493788928,0.039162482,1.038464373,0.902772327,0.874432157,0.996967819,1.314257273,0.886893621,1.482147747,,,,
0,0,500,0,0,120,3,1.207776592,4.704967429,0.337112587,0.911612381,0.647129073,1.119091209,3.115044917,0.040686528,1.857729684,1.261904523,1.028928675,0.031094582,1.040948978,0.875876807,0.890104727,0.950234822,1.340793298,0.693255238,1.934422394,,,,
0,0,500,0,0,240,1,1.327879627,3.086638141,0.195591508,1.626538023,1.901334046,0.774233351,2.912798103,0.058707459,0.795707834,0.616516726,1.437147304,0,1.003481007,0.894278436,0.952788774,0.906369221,1.137285505,0.743212997,1.530519432,,,,
0,0,500,0,0,240,2,1.191451638,4.322210316,0.620420168,1.692507509,2.223856032,1.100323346,2.799204098,0.001185626,0.871507203,1.392411021,0.978643873,0.029127102,1.059206934,1.057687165,1.294925622,0.788753742,1.337872565,0.819891264,1.63207882,,,,
0,0,500,0,0,240,3,1.478692399,3.582643154,0.546755341,1.736674151,1.081249623,1.023542109,3.036380525,0.038393169,1.034711697,1.293918158,1.002214814,0.019162948,1.045344141,0.936967011,1.064005183,0.850373229,1.433561501,0.825563374,1.736794966,,,,
0,0,500,0,0,480,1,1.116114014,3.115176681,0.310587465,0.981411173,1.334227785,0.816704783,3.412205419,0.062948963,0.518141956,0.620894086,1.464444369,0.01536766,1.028604299,0.736428805,0.576166415,1.234274765,0.904497439,0.543552285,1.664365311,,,,
0,0,500,0,0,480,2,1.052805819,4.159473931,0.28955689,1.327572644,1.672138022,1.179131358,2.921268054,0,0.759274586,1.36675897,0.842838663,0,1.037559909,0.770257924,0.905955345,0.821028826,1.118771611,0.649526705,1.722769069,,,,
0,0,500,0,0,480,3,1.630926382,4.736267824,0.721784493,1.570925092,1.873726432,1.20203837,3.319740985,0.060468899,0.855307836,1.539003409,0.939802743,0,1.028768733,0.802706193,0.886963934,0.873936092,1.223303617,0.596542966,2.051044913,,,,
